label,convo_id,how_enjoyable,shared_reality,responsive,conversationalist,i_like_you,in_common,paper_pcs_proxy,short_id,hf_recording_path,dyad_gender,how_enjoyable_n_raters,shared_reality_n_raters,responsive_n_raters,conversationalist_n_raters,i_like_you_n_raters,in_common_n_raters,paper_pcs_proxy_n_raters
HSC,fc8d4e0b-7fae-43d6-9dbe-8fd58ce65a78,9.0,5.0,6.833333333333334,95.0,7.0,6.5,0.9375,fc8d4e0b,fc8d4e0b-7fae-43d6-9dbe-8fd58ce65a78/processed/fc8d4e0b-7fae-43d6-9dbe-8fd58ce65a78.mp3,male-male,2,2,2,2,2,2,2
HSC,fca05c63-0153-4693-a6e4-7841b9b09f18,9.0,6.0625,6.166666666666666,97.5,7.0,9.0,0.9554545454545454,fca05c63,fca05c63-0153-4693-a6e4-7841b9b09f18/processed/fca05c63-0153-4693-a6e4-7841b9b09f18.mp3,female-male,2,2,2,2,2,2,2
HSC,ffe5cccf-82b3-4938-a2e9-38335d188e44,9.0,5.5625,6.5,97.5,7.0,7.5,0.9534090909090909,ffe5cccf,ffe5cccf-82b3-4938-a2e9-38335d188e44/processed/ffe5cccf-82b3-4938-a2e9-38335d188e44.mp3,female-male,2,2,2,2,2,2,2
LSC,02f3959f-e462-42c7-b92e-9ef5a991b98e,4.5,2.6875,4.833333333333334,27.5,3.5,2.5,0.44356060606060604,02f3959f,02f3959f-e462-42c7-b92e-9ef5a991b98e/processed/02f3959f-e462-42c7-b92e-9ef5a991b98e.mp3,female-male,2,2,2,2,2,2,2
LSC,0cf99695-c570-4da0-85f9-02f9bc109e5b,4.5,3.8125,4.5,53.0,2.5,3.5,0.38045454545454543,0cf99695,0cf99695-c570-4da0-85f9-02f9bc109e5b/processed/0cf99695-c570-4da0-85f9-02f9bc109e5b.mp3,female-female,2,2,2,2,2,2,2
LSC,0f6c2eb4-5e44-46c7-8ea5-ddb74702beee,4.5,1.8125,4.5,27.5,4.0,3.5,0.4254545454545454,0f6c2eb4,0f6c2eb4-5e44-46c7-8ea5-ddb74702beee/processed/0f6c2eb4-5e44-46c7-8ea5-ddb74702beee.mp3,female-male,2,2,2,2,2,2,2
LSC,128f15b9-a6e4-4575-8b96-163ff189ee8e,5.0,4.1875,5.333333333333334,47.5,4.0,4.0,0.49257575757575756,128f15b9,128f15b9-a6e4-4575-8b96-163ff189ee8e/processed/128f15b9-a6e4-4575-8b96-163ff189ee8e.mp3,contains_other_or_unknown,2,2,2,2,2,2,2
LSC,1507fb8f-a797-4911-a695-15e9856cb173,4.0,4.1875,4.666666666666667,53.0,5.5,4.5,0.494090909090909,1507fb8f,1507fb8f-a797-4911-a695-15e9856cb173/processed/1507fb8f-a797-4911-a695-15e9856cb173.mp3,female-male,2,2,2,2,2,2,2
LSC,1d28deaa-e598-4cc5-9494-77c5cc82a155,4.5,3.125,5.5,21.0,3.5,2.0,0.41818181818181815,1d28deaa,1d28deaa-e598-4cc5-9494-77c5cc82a155/processed/1d28deaa-e598-4cc5-9494-77c5cc82a155.mp3,female-male,2,2,2,2,2,2,2
LSC,1e19df3e-4637-4eeb-8719-715b1f80b36a,4.5,3.0625,2.833333333333333,50.5,3.5,2.0,0.4009848484848485,1e19df3e,1e19df3e-4637-4eeb-8719-715b1f80b36a/processed/1e19df3e-4637-4eeb-8719-715b1f80b36a.mp3,female-male,2,2,2,2,2,2,2
LSC,22938143-89e2-445c-b3cc-d3503abeda83,4.0,6.1875,6.166666666666666,18.5,3.5,6.0,0.43037878787878786,22938143,22938143-89e2-445c-b3cc-d3503abeda83/processed/22938143-89e2-445c-b3cc-d3503abeda83.mp3,female-male,2,2,2,2,2,2,2
LSC,2609820a-8b4f-4827-b94b-df5244dbb4d8,4.5,2.4375,5.0,37.5,4.5,2.5,0.47143939393939394,2609820a,2609820a-8b4f-4827-b94b-df5244dbb4d8/processed/2609820a-8b4f-4827-b94b-df5244dbb4d8.mp3,contains_other_or_unknown,2,2,2,2,2,2,2
LSC,2b52341f-05ff-4341-905a-c264b228e625,4.0,4.125,5.666666666666666,44.0,4.0,3.5,0.4832575757575758,2b52341f,2b52341f-05ff-4341-905a-c264b228e625/processed/2b52341f-05ff-4341-905a-c264b228e625.mp3,female-female,2,2,2,2,2,2,2
LSC,2d20999a-e929-43c8-9b4f-f220cafc06d1,5.5,4.5,5.833333333333334,55.5,4.5,4.5,0.5454545454545454,2d20999a,2d20999a-e929-43c8-9b4f-f220cafc06d1/processed/2d20999a-e929-43c8-9b4f-f220cafc06d1.mp3,female-male,2,2,2,2,2,2,2
LSC,3edbfb87-6b83-4dd0-a4d8-09ca1eba6a3e,5.0,3.6875,5.666666666666666,40.0,4.0,5.0,0.5113636363636364,3edbfb87,3edbfb87-6b83-4dd0-a4d8-09ca1eba6a3e/processed/3edbfb87-6b83-4dd0-a4d8-09ca1eba6a3e.mp3,male-male,2,2,2,2,2,2,2
LSC,404a442d-2399-435f-b1f5-e4abb0953517,4.0,2.75,4.833333333333333,24.5,3.0,2.0,0.44780303030303026,404a442d,404a442d-2399-435f-b1f5-e4abb0953517/processed/404a442d-2399-435f-b1f5-e4abb0953517.mp3,male-male,2,2,2,2,2,2,2
LSC,43a0eb07-4a0c-4766-bdcf-00eb87dfbb5d,4.0,2.5,5.166666666666667,35.0,3.5,3.5,0.44280303030303025,43a0eb07,43a0eb07-4a0c-4766-bdcf-00eb87dfbb5d/processed/43a0eb07-4a0c-4766-bdcf-00eb87dfbb5d.mp3,female-male,2,2,2,2,2,2,2
LSC,5bde82b3-4a86-497b-a4c6-a26f3ce01e87,5.5,2.875,4.333333333333333,45.0,5.0,2.5,0.49242424242424243,5bde82b3,5bde82b3-4a86-497b-a4c6-a26f3ce01e87/processed/5bde82b3-4a86-497b-a4c6-a26f3ce01e87.mp3,female-male,2,2,2,2,2,2,2
LSC,69fef050-eda2-4dbd-957a-80a8ae7112f4,5.5,4.3125,4.5,65.5,5.0,5.0,0.4326515151515151,69fef050,69fef050-eda2-4dbd-957a-80a8ae7112f4/processed/69fef050-eda2-4dbd-957a-80a8ae7112f4.mp3,female-male,2,2,2,2,2,2,2
LSC,6b083911-932d-4bb5-8fb8-1ba98cb10ac3,5.0,2.5625,4.0,47.5,4.0,3.0,0.523030303030303,6b083911,6b083911-932d-4bb5-8fb8-1ba98cb10ac3/processed/6b083911-932d-4bb5-8fb8-1ba98cb10ac3.mp3,male-male,2,2,2,2,2,2,2
LSC,701ef0cb-c9fb-4050-81cc-2eceb099a891,3.0,1.5,4.0,48.0,2.5,1.5,0.3899242424242424,701ef0cb,701ef0cb-c9fb-4050-81cc-2eceb099a891/processed/701ef0cb-c9fb-4050-81cc-2eceb099a891.mp3,female-female,2,2,2,2,2,2,2
LSC,7580acaa-c235-4550-90e3-db781f7787a4,3.0,4.1875,3.5,35.5,2.5,4.0,0.31537878787878787,7580acaa,7580acaa-c235-4550-90e3-db781f7787a4/processed/7580acaa-c235-4550-90e3-db781f7787a4.mp3,female-female,2,2,2,2,2,2,2
LSC,8352c39a-37af-46ed-9b20-801a5656eadf,5.0,2.375,4.333333333333333,35.5,2.5,3.5,0.42280303030303024,8352c39a,8352c39a-37af-46ed-9b20-801a5656eadf/processed/8352c39a-37af-46ed-9b20-801a5656eadf.mp3,male-male,2,2,2,2,2,2,2
LSC,92c5bc68-fbb8-4743-b0ec-464132eddb33,4.5,4.0,4.666666666666666,46.0,4.0,4.5,0.5109848484848485,92c5bc68,92c5bc68-fbb8-4743-b0ec-464132eddb33/processed/92c5bc68-fbb8-4743-b0ec-464132eddb33.mp3,male-male,2,2,2,2,2,2,2
LSC,949ad667-0831-443f-987c-78e61775fa00,3.0,2.4375,3.333333333333333,20.5,3.5,2.0,0.3141666666666667,949ad667,949ad667-0831-443f-987c-78e61775fa00/processed/949ad667-0831-443f-987c-78e61775fa00.mp3,female-male,2,2,2,2,2,2,2
LSC,9ac9b18d-66a1-4208-b2bd-4f249464632f,4.0,1.875,4.333333333333333,25.0,3.5,4.0,0.43386363636363634,9ac9b18d,9ac9b18d-66a1-4208-b2bd-4f249464632f/processed/9ac9b18d-66a1-4208-b2bd-4f249464632f.mp3,female-male,2,2,2,2,2,2,2
LSC,9e11ca71-f442-49d4-a9c0-3c7ba4afa275,1.5,2.1875,1.6666666666666667,4.5,1.0,1.0,0.18772727272727271,9e11ca71,9e11ca71-f442-49d4-a9c0-3c7ba4afa275/processed/9e11ca71-f442-49d4-a9c0-3c7ba4afa275.mp3,female-female,2,2,2,2,2,2,2
LSC,a227353e-886c-4ccf-8195-0dffe3d28406,4.0,2.1875,4.333333333333334,50.5,4.0,4.5,0.41674242424242425,a227353e,a227353e-886c-4ccf-8195-0dffe3d28406/processed/a227353e-886c-4ccf-8195-0dffe3d28406.mp3,male-male,2,2,2,2,2,2,2
LSC,af66868c-3afa-49db-b53c-9706f6fd28e2,3.5,3.8125,3.0,37.5,3.0,3.0,0.28477272727272723,af66868c,af66868c-3afa-49db-b53c-9706f6fd28e2/processed/af66868c-3afa-49db-b53c-9706f6fd28e2.mp3,female-female,2,2,2,2,2,2,2
LSC,b30b6519-25fb-4651-a820-a2c825bb28ac,2.5,1.0,3.5,25.5,3.0,2.5,0.3251515151515152,b30b6519,b30b6519-25fb-4651-a820-a2c825bb28ac/processed/b30b6519-25fb-4651-a820-a2c825bb28ac.mp3,male-male,2,2,2,2,2,2,2
LSC,b544cbd3-4236-4a66-92fd-2e2256d8343f,5.0,3.5625,3.833333333333333,37.5,4.0,4.0,0.4795454545454545,b544cbd3,b544cbd3-4236-4a66-92fd-2e2256d8343f/processed/b544cbd3-4236-4a66-92fd-2e2256d8343f.mp3,female-female,2,2,2,2,2,2,2
LSC,b877a5bf-3384-4ea0-bf82-cef399a1b00d,3.0,1.25,4.0,59.0,5.0,3.0,0.48242424242424237,b877a5bf,b877a5bf-3384-4ea0-bf82-cef399a1b00d/processed/b877a5bf-3384-4ea0-bf82-cef399a1b00d.mp3,contains_other_or_unknown,1,1,1,1,1,1,1
LSC,ca320919-ceef-481b-9777-bc2fa5319ccc,5.5,2.0625,3.0,19.0,3.5,2.5,0.4503787878787878,ca320919,ca320919-ceef-481b-9777-bc2fa5319ccc/processed/ca320919-ceef-481b-9777-bc2fa5319ccc.mp3,male-male,2,2,2,2,2,2,2
LSC,cf23ba20-e65a-40cd-89a5-fb2fe3ae4e0d,3.5,1.6875,4.5,38.0,3.0,1.5,0.3600757575757575,cf23ba20,cf23ba20-e65a-40cd-89a5-fb2fe3ae4e0d/processed/cf23ba20-e65a-40cd-89a5-fb2fe3ae4e0d.mp3,female-female,2,2,2,2,2,2,2
LSC,d4524fa6-76bf-49fd-af90-16da6d81b37c,3.0,3.3125,3.6666666666666665,39.0,4.5,1.5,0.4131818181818181,d4524fa6,d4524fa6-76bf-49fd-af90-16da6d81b37c/processed/d4524fa6-76bf-49fd-af90-16da6d81b37c.mp3,female-male,2,2,2,2,2,2,2
LSC,dee6cc80-0663-4306-9d62-6d06e4c1ed92,5.0,2.0,3.166666666666667,28.0,4.0,3.0,0.4403030303030303,dee6cc80,dee6cc80-0663-4306-9d62-6d06e4c1ed92/processed/dee6cc80-0663-4306-9d62-6d06e4c1ed92.mp3,female-male,2,2,2,2,2,2,2
LSC,eb3a44ec-b553-4054-bfcd-e4c3b04fcf3e,6.0,3.8125,6.0,42.5,4.5,3.5,0.5437121212121212,eb3a44ec,eb3a44ec-b553-4054-bfcd-e4c3b04fcf3e/processed/eb3a44ec-b553-4054-bfcd-e4c3b04fcf3e.mp3,female-male,2,2,2,2,2,2,2
LSC,f5de68ee-6513-406a-b0fc-49f20873faef,5.0,4.875,4.666666666666667,42.0,4.0,7.0,0.4604545454545454,f5de68ee,f5de68ee-6513-406a-b0fc-49f20873faef/processed/f5de68ee-6513-406a-b0fc-49f20873faef.mp3,contains_other_or_unknown,1,1,1,1,1,1,1
